Code;Name;Role;OVA;POT;Championship;Country;Team;ID;Height;Weight;Foot;Role2;Role3;LChampionship;LC'ship Code;LTeam
ARG;De Paul R.;AT;78;83;Italian Serie A;Italy;Udinese;212616;178;70;Right;CC;AS;;;
GER;Kimmich J.;TD;86;88;German 1. Bundesliga;Germany;FC Bayern München;212622;176;73;Right;CC;CDC;;;
ESP;Santi Mina;ATT;80;85;Spain Primera Division;Spain;RC Celta;212623;181;77;Right;;;;;
GER;Selke D.;ATT;78;83;German 1. Bundesliga;Germany;Hertha BSC;212626;194;84;Right;;;;;
SWE;Augustinsson L.;TS;76;81;German 1. Bundesliga;Germany;SV Werder Bremen;212678;181;72;Left;;;;;
POR;Rony Lopes;ES;80;85;Spain Primera Division;Spain;Sevilla FC;212692;174;68;Left;AS;;;;
ARG;Palacios S.;ED;75;75;Argentina Primera Division;Argentina;Independiente;212715;170;69;Right;ATT;AS;;;
USA;Yedlin D.;ADA;76;79;English Premier League;England;Newcastle United;212722;172;75;Right;TD;;;;
NED;Hendrix J.;CDC;76;80;Holland Eredivisie;Netherlands;PSV;212755;181;75;Left;CC;;;;
CRC;Duarte O.;DC;76;76;Spain Primera Division;Spain;Levante UD;212772;186;81;Right;CDC;;;;
GAB;Lemina M.;CC;78;83;English Premier League;England;Southampton;212811;184;85;Right;CDC;;;;
POR;João Mário;COC;81;83;Italian Serie A;Italy;Inter;212814;179;73;Right;CC;;;;
BRA;Alisson;POR;89;91;English Premier League;England;Liverpool;212831;191;91;Right;;;;;
CHI;Castillo N.;ATT;75;78;Mexican Liga MX;Mexico;Club América;212878;179;81;Right;;;;;
FRA;Cyprien W.;CC;77;82;French Ligue 1;France;OGC Nice;212886;180;75;Right;CDC;;;;
MEX;Salcedo C.;DC;77;81;Mexican Liga MX;Mexico;Tigres U.A.N.L.;212888;188;77;Right;;;;;
POR;Hernâni;ED;75;75;Spain Primera Division;Spain;Levante UD;212911;178;69;Left;AD;;;;
GER;Stark N.;DC;79;84;German 1. Bundesliga;Germany;Hertha BSC;212977;190;88;Right;CDC;;;;
GHA;Acheampong F.;ATT;77;82;Chinese Super League;China;Tianjin TEDA FC;213013;168;65;Left;ES;;;;
ESP;Róber;DC;74;82;Spanish Segunda Division;Spain_2;Deportivo de La Coruña;213063;182;74;Right;CDC;;;;
BEL;Origi D.;ATT;78;83;English Premier League;England;Liverpool;213135;188;75;Right;;;;;
RUS;Zobnin R.;CDC;79;86;Russian Premier League;Russia;Spartak Moscow;213160;182;75;Right;CC;ES;;;
FRA;Tameze A.;CC;75;78;French Ligue 1;France;OGC Nice;213242;180;78;Right;CDC;;;;
ALG;Bentaleb N.;CC;77;82;German 1. Bundesliga;Germany;FC Schalke 04;213296;187;78;Left;CDC;COC;;;
GER;Tah J.;DC;83;88;German 1. Bundesliga;Germany;Bayer 04 Leverkusen;213331;195;97;Right;;;;;
FRA;Coman K.;ES;84;88;German 1. Bundesliga;Germany;FC Bayern München;213345;179;75;Right;ED;AS;;;
GAB;Kanga G.;COC;78;78;Czech First League;Czech;Sparta Praha;213353;167;65;Right;CC;;;;
FRA;Tait F.;ES;78;79;French Ligue 1;France;Stade Rennais FC;213388;175;70;Right;AS;CC;;;
URU;Laxalt D.;ES;78;79;Italian Serie A;Italy;Milan;213400;178;68;Left;;;;;
NGA;Troost-Ekong W.;DC;75;79;Italian Serie A;Italy;Udinese;213414;191;82;Right;;;;;
ARG;Ferreyra F.;ATT;77;77;Spain Primera Division;Spain;RCD Espanyol;213432;186;76;Right;;;Portuguese Liga ZON SAGRES;Portugal;SL Benfica
POR;Ricardo Horta;AS;79;82;Portuguese Liga ZON SAGRES;Portugal;SC Braga;213516;173;63;Right;;;;;
FRA;Lemar T.;ES;83;87;Spain Primera Division;Spain;Atlético Madrid;213565;171;62;Left;COC;ED;;;
CHI;Valdés D.;COC;75;79;Mexican Liga MX;Mexico;Santos Laguna;213597;178;75;Right;CC;;;;
CHI;Pulgar E.;CDC;78;83;Italian Serie A;Italy;Fiorentina;213629;187;74;Right;CC;;;;
DEN;Højbjerg P.;CC;77;82;English Premier League;England;Southampton;213648;185;84;Right;CDC;;;;
NGA;Iwobi A.;ES;79;84;English Premier League;England;Everton;213655;185;75;Right;AS;ED;;;
DEN;Christensen A.;DC;80;87;English Premier League;England;Chelsea;213661;187;81;Right;;;;;
ENG;Loftus-Cheek R.;CC;79;85;English Premier League;England;Chelsea;213666;191;88;Right;ES;;;;
ENG;Pearson B.;CDC;75;80;English League Championship;England_2;Preston North End;213689;176;71;Right;;;;;
RUS;Selikhov A.;POR;78;82;Russian Premier League;Russia;Spartak Moscow;213732;188;85;Right;;;;;
MAR;Hamdallah A.;ATT;79;79;Saudi Abdul L. Jameel League;Arabia;Al Nassr;213761;182;81;Right;;;;;
ITA;Di Francesco F.;AS;76;79;Italian Serie A;Italy;SPAL;213814;171;75;Right;AD;;Italian Serie A;Italy;Sassuolo
BRA;Thiago Mendes;CDC;81;83;French Ligue 1;France;Olympique Lyonnais;213874;177;80;Right;CC;;;;
SCO;Christie R.;COC;75;79;Scottish Premiership;Scotland;Celtic;213884;178;71;Left;CC;CDC;;;
COL;Balanta E.;CDC;75;80;Swiss Super League;Switzerland;FC Basel 1893;213899;181;84;Left;DC;;;;
ESP;Adama Traoré;AD;74;82;English Premier League;England;Wolverhampton Wanderers;213956;178;72;Right;ADA;;;;
COL;Lerma J.;CDC;79;83;English Premier League;England;Bournemouth;213991;179;70;Right;CC;;;;
COL;Mojica J.;ASA;75;76;Spanish Segunda Division;Spain_2;Girona FC;214026;185;73;Left;ES;TS;;;
COL;Fabra F.;TS;78;78;Argentina Primera Division;Argentina;Boca Juniors;214040;174;80;Left;;;;;
COL;Uribe M.;CC;76;76;Portuguese Liga ZON SAGRES;Portugal;FC Porto;214047;182;71;Right;CDC;;;;
RUS;Miranchuk A.;COC;78;83;Russian Premier League;Russia;Lokomotiv Moscow;214092;182;74;Left;ATT;;;;
FRA;Bourigeaud B.;ES;77;80;French Ligue 1;France;Stade Rennais FC;214097;178;68;Right;ED;CC;;;
ARG;Cano G.;ATT;78;78;Colombian Liga Postobon;Colombia;Independiente Medellín;214206;176;72;Right;COC;;;;
COL;Torres D.;CDC;75;75;Spain Primera Division;Spain;Deportivo Alavés;214332;183;81;Right;CC;;;;
COL;Barrios W.;CDC;78;83;;;;214394;179;71;Right;CC;;;;
COL;Quiñones L.;ES;75;75;Mexican Liga MX;Mexico;Tigres U.A.N.L.;214491;178;65;Left;ED;;;;
ARG;Armani F.;POR;80;80;Argentina Primera Division;Argentina;River Plate;214584;189;88;Right;;;;;
ESP;Postigo;DC;75;75;Spain Primera Division;Spain;Levante UD;214639;185;78;Right;;;;;
ARG;Izquierdoz C.;DC;78;78;Argentina Primera Division;Argentina;Boca Juniors;214766;185;89;Right;;;;;
CIV;Gbamin J.;CDC;79;84;English Premier League;England;Everton;214947;186;83;Right;CC;DC;;;
ARG;Mas E.;TS;75;75;Argentina Primera Division;Argentina;Boca Juniors;214955;180;81;Left;;;;;
ARG;Mancuello F.;COC;76;76;Mexican Liga MX;Mexico;Deportivo Toluca;214968;175;70;Left;CC;ES;;;
ARG;Musso J.;POR;78;83;Italian Serie A;Italy;Udinese;214979;191;93;Right;;;;;
ARG;Miranda L.;CC;77;82;Mexican Liga MX;Mexico;Club Tijuana;214988;173;70;Right;CDC;;Argentina Primera Division;Argentina;Defensa y Justicia
ARG;Benítez M.;COC;76;80;Argentina Primera Division;Argentina;Independiente;214989;173;72;Right;ES;ED;;;
ARG;Correa A.;ED;82;86;Spain Primera Division;Spain;Atlético Madrid;214997;171;68;Right;ATT;;;;
ARG;Bianchi B.;DC;75;75;Argentina Primera Division;Argentina;Atlético Tucumán;215015;183;76;Right;;;;;
ARG;López L.;DC;77;77;Argentina Primera Division;Argentina;Boca Juniors;215051;190;82;Right;;;Portuguese Liga ZON SAGRES;Portugal;SL Benfica
ARG;Marcone I.;CDC;80;80;Argentina Primera Division;Argentina;Boca Juniors;215057;183;83;Right;CC;;;;
ARG;Benedetto D.;ATT;79;79;French Ligue 1;France;Olympique de Marseille;215061;177;80;Right;;;;;
ARG;Furch J.;ATT;75;75;Mexican Liga MX;Mexico;Santos Laguna;215064;187;88;Right;;;;;
ARG;Casco M.;TS;77;77;Argentina Primera Division;Argentina;River Plate;215071;170;69;Right;TD;;;;
ARG;Pérez P.;CC;77;77;Argentina Primera Division;Argentina;Independiente;215079;175;80;Right;CDC;;;;
PAR;Villalba H.;ED;75;78;USA Major League Soccer;Usa;Atlanta United;215107;172;75;Right;ES;ATT;;;
ARG;Buffarini J.;TD;75;75;Argentina Primera Division;Argentina;Boca Juniors;215108;170;76;Right;;;;;
ARG;Aguerre A.;POR;76;79;Argentina Primera Division;Argentina;Newell Old Boys;215123;181;80;Right;;;;;
ARG;Sigali L.;DC;79;79;Argentina Primera Division;Argentina;Racing Club;215135;181;72;Right;;;;;
ARG;Giannetti L.;DC;74;81;Argentina Primera Division;Argentina;Vélez Sarsfield;215147;184;79;Right;;;;;
ARG;Donatti A.;DC;78;78;Argentina Primera Division;Argentina;Racing Club;215162;192;86;Right;;;;;
ARG;Menossi L.;CDC;75;78;Argentina Primera Division;Argentina;San Lorenzo de Almagro;215193;169;70;Right;CC;;;;
ARG;Benítez W.;POR;80;83;French Ligue 1;France;OGC Nice;215223;191;91;Right;;;;;
ARG;Herrera G.;POR;76;79;Argentina Primera Division;Argentina;Club Atlético Talleres;215251;188;84;Left;;;;;
ARG;Saravia R.;TD;78;81;Portuguese Liga ZON SAGRES;Portugal;FC Porto;215256;176;75;Right;;;;;
ARG;Rulli G.;POR;81;85;French Ligue 1;France;Montpellier HSC;215316;189;84;Right;;;Spain Primera Division;Spain;Real Sociedad
ARG;Correa J.;AT;80;85;Italian Serie A;Italy;Lazio;215330;188;77;Right;ATT;COC;;;
COL;Zapata D.;ATT;82;82;Italian Serie A;Italy;Atalanta;215333;189;88;Right;;;Italian Serie A;Italy;Sampdoria
ARG;Carrillo G.;ATT;75;75;English Premier League;England;Southampton;215334;191;87;Right;;;;;
ARG;Alario L.;ATT;79;82;German 1. Bundesliga;Germany;Bayer 04 Leverkusen;215353;184;78;Right;;;;;
POR;Rúben Vezo;DC;78;83;Spain Primera Division;Spain;Levante UD;215399;183;80;Right;TD;;Spain Primera Division;Spain;Valencia CF
GER;Mathenia C.;POR;75;77;German 2. Bundesliga;Germany_2;1. FC Nürnberg;215417;189;90;Right;;;;;
DEN;Skov R.;AD;75;82;German 1. Bundesliga;Germany;TSG 1899 Hoffenheim;215449;183;76;Left;;;;;
SRB;Maksimović N.;DC;78;79;Italian Serie A;Italy;Napoli;215466;193;87;Right;;;;;
POL;Drągowski B.;POR;73;83;Italian Serie A;Italy;Fiorentina;215502;188;74;Right;;;;;
TUR;Türüç D.;ED;76;77;Turkish Super Lig;Turkey;Fenerbahçe SK;215531;177;72;Left;COC;;;;
ESP;Ayoze Pérez;AT;78;81;English Premier League;England;Leicester City;215590;178;72;Right;AD;ED;;;
ESP;Jason;ED;75;78;Spain Primera Division;Spain;Valencia CF;215616;178;65;Right;;;;;
BRA;Kenedy;ES;75;82;English Premier League;England;Chelsea;215639;182;77;Left;;;;;
ITA;Petagna A.;ATT;77;82;Italian Serie A;Italy;SPAL;215689;190;85;Left;;;;;
FRA;Maignan M.;POR;80;87;French Ligue 1;France;LOSC Lille;215698;191;89;Right;;;;;
SEN;Sabaly Y.;TD;75;76;French Ligue 1;France;FC Girondins de Bordeaux;215699;173;67;Right;;;;;
BRA;Marlon;DC;74;81;Italian Serie A;Italy;Sassuolo;215703;182;80;Right;;;;;
SRB;Mitrović A.;ATT;78;82;English League Championship;England_2;Fulham;215716;187;82;Right;;;;;
SEN;Baldé K.;ED;80;84;French Ligue 1;France;AS Monaco;215785;181;80;Right;ATT;ES;;;
BRA;Jemerson;DC;75;77;French Ligue 1;France;AS Monaco;215792;184;77;Right;CDC;;;;
CIV;Cornet M.;AD;76;81;French Ligue 1;France;Olympique Lyonnais;215798;179;69;Left;AS;ATT;;;
IRN;Jahanbakhsh A.;AD;75;76;English Premier League;England;Brighton & Hove Albion;215871;180;78;Right;AS;;;;
FRA;Kanté N.;CDC;89;90;English Premier League;England;Chelsea;215914;168;72;Right;CC;;;;
CRO;Jedvaj T.;DC;75;82;German 1. Bundesliga;Germany;Bayer 04 Leverkusen;215930;184;82;Right;TD;TS;;;
ARG;Fernández I.;CC;78;78;Argentina Primera Division;Argentina;River Plate;215998;182;67;Left;COC;;;;
ARG;Domínguez N.;CDC;78;78;Argentina Primera Division;Argentina;Racing Club;216054;184;81;Right;DC;;;;
ITA;Sportiello M.;POR;77;77;Italian Serie A;Italy;Atalanta;216065;192;87;Right;;;;;
ITA;Izzo A.;DC;81;83;Italian Serie A;Italy;Torino;216145;183;78;Right;;;;;
ITA;Zappacosta D.;TD;79;80;English Premier League;England;Chelsea;216150;182;72;Right;ADA;;;;
SUI;Widmer S.;TD;76;78;Swiss Super League;Switzerland;FC Basel 1893;216158;183;79;Right;;;;;
ESP;Capa;TD;78;79;Spain Primera Division;Spain;Athletic Club de Bilbao;216189;175;75;Right;;;;;
ESP;Dani García;CC;81;81;Spain Primera Division;Spain;Athletic Club de Bilbao;216194;180;80;Right;CDC;;;;
ESP;Iñaki Williams;ATT;82;86;Spain Primera Division;Spain;Athletic Club de Bilbao;216201;186;79;Right;AD;;;;
TOG;Bebou I.;AD;77;80;German 1. Bundesliga;Germany;TSG 1899 Hoffenheim;216258;183;72;Right;ATT;AS;;;
NED;Tete K.;TD;77;82;French Ligue 1;France;Olympique Lyonnais;216266;180;71;Right;;;;;
SCO;Robertson A.;TS;85;89;English Premier League;England;Liverpool;216267;178;64;Left;;;;;
CIV;Fofana S.;CC;75;82;Italian Serie A;Italy;Udinese;216320;184;77;Right;CDC;;;;
ENG;Gunn A.;POR;76;83;English Premier League;England;Southampton;216325;196;77;Right;;;;;
RUS;Gazinskiy Y.;CDC;75;75;;;;216335;184;75;Right;CC;;;;
RUS;Lodygin Y.;POR;75;75;Turkish Super Lig;Turkey;Gazişehir Gaziantep FK;216336;187;82;Right;;;;;
MKD;Ademi A.;CDC;75;75;Croatian First Football League;Croatia;Dinamo Zagreb;216350;185;79;Right;CC;;;;
CRO;Brozović M.;CDC;81;83;Italian Serie A;Italy;Inter;216352;181;68;Right;CC;;;;
CRO;Kramarić A.;ATT;83;83;German 1. Bundesliga;Germany;TSG 1899 Hoffenheim;216354;177;73;Right;COC;AS;;;
BRA;Marcelo Goiano;TD;78;78;Turkish Super Lig;Turkey;Sivasspor;216373;176;69;Right;TS;;;;
FRA;Saint-Maximin A.;AD;79;86;English Premier League;England;Newcastle United;216388;173;67;Right;AS;ATT;;;
BEL;Tielemans Y.;CC;80;87;English Premier League;England;Leicester City;216393;176;72;Right;CDC;;;;
ITA;Politano M.;ED;82;83;Italian Serie A;Italy;Inter;216409;171;67;Left;ATT;;;;
SVK;Lobotka S.;CC;79;85;Spain Primera Division;Spain;RC Celta;216435;170;64;Right;CDC;;;;
BRA;Wallace;DC;76;80;Italian Serie A;Italy;Lazio;216437;191;85;Right;;;;;
CIV;Seri J.;CC;78;78;Turkish Super Lig;Turkey;Galatasaray SK;216451;171;73;Right;CDC;;English League Championship;England_2;Fulham
POR;Gonçalo Paciência;ATT;76;81;German 1. Bundesliga;Germany;Eintracht Frankfurt;216452;184;79;Right;;;;;
URU;Giménez J.;DC;85;89;Spain Primera Division;Spain;Atlético Madrid;216460;185;80;Right;;;;;
BRA;Wendell;TS;77;80;German 1. Bundesliga;Germany;Bayer 04 Leverkusen;216466;178;72;Left;;;;;
ESP;Morales;ATT;82;82;Spain Primera Division;Spain;Levante UD;216475;180;70;Right;ES;;;;
POR;Paulinho;ATT;77;79;Portuguese Liga ZON SAGRES;Portugal;SC Braga;216531;187;81;Left;;;;;
POR;Rafa;ES;82;83;Portuguese Liga ZON SAGRES;Portugal;SL Benfica;216547;172;66;Right;ED;;;;
FRA;Fekir N.;COC;84;87;Spain Primera Division;Spain;Real Betis;216594;173;75;Left;;;;;
FRA;Dubois L.;TD;79;83;French Ligue 1;France;Olympique Lyonnais;216643;178;73;Right;;;;;
ANG;Bastos;DC;78;79;Italian Serie A;Italy;Lazio;216655;180;77;Right;;;;;
ARG;Meza M.;AS;77;78;Mexican Liga MX;Mexico;Monterrey;216700;180;76;Right;COC;ED;;;
SVN;Mevlja M.;DC;75;76;;;;216742;190;83;Right;;;;;
NED;Hoedt W.;DC;75;79;English Premier League;England;Southampton;216774;188;77;Left;;;;;
POR;Rúben Semedo;DC;76;81;Super League Greece;Greece;Olympiacos CFP;216778;194;84;Right;CDC;;;;
ARG;Simeone G.;ATT;77;84;Italian Serie A;Italy;Fiorentina;216816;180;81;Right;;;;;
NGA;Simon M.;ES;75;81;French Ligue 1;France;FC Nantes;216820;168;69;Right;AT;ED;Spain Primera Division;Spain;Levante UD
JAM;Blake A.;POR;76;79;USA Major League Soccer;Usa;Philadelphia Union;216939;193;79;Right;;;;;
ESP;Álex Moreno;TS;75;78;Spanish Segunda Division;Spain_2;Rayo Vallecano;217036;179;68;Left;ASA;;;;
ARG;Palomino J.;DC;77;77;Italian Serie A;Italy;Atalanta;217196;188;87;Left;;;;;
MOZ;Zainadine;DC;75;75;Portuguese Liga ZON SAGRES;Portugal;Clube Sport Marítimo;217235;178;70;Right;;;;;
POR;Sequeira;TS;76;76;Portuguese Liga ZON SAGRES;Portugal;SC Braga;217546;184;79;Left;;;;;
DEN;Lerager L.;CC;75;78;Italian Serie A;Italy;Genoa;217605;188;85;Right;CDC;;;;
ESP;Sandro;ATT;75;81;Spain Primera Division;Spain;Real Valladolid CF;217731;175;71;Right;ES;AS;English Premier League;England;Everton
ARG;Martín Arias A.;POR;75;79;Argentina Primera Division;Argentina;Gimnasia y Esgrima La Plata;217805;185;79;Right;;;;;
BEL;Bongonda T.;ES;76;82;Belgian Jupiler Pro League;Belgium;KRC Genk;217877;176;64;Left;AS;ED;;;
TOG;Djené D.;DC;83;85;Spain Primera Division;Spain;Getafe CF;217940;178;72;Right;;;;;
TAN;Samatta M.;ATT;79;81;Belgian Jupiler Pro League;Belgium;KRC Genk;218066;183;80;Right;;;;;
ZIM;Billiat K.;AD;75;75;South Africa Premier League;SouthAfrica;Kaizer Chiefs;218154;170;60;Right;ATT;;;;
GER;Dahoud M.;CC;78;84;German 1. Bundesliga;Germany;Borussia Dortmund;218339;178;68;Right;CDC;;;;
ENG;Targett M.;TS;72;81;English Premier League;England;Aston Villa;218659;183;70;Left;ASA;;;;
POR;Bernardo Silva;AD;87;90;English Premier League;England;Manchester City;218667;173;64;Left;COC;CC;;;
ESP;Pozo;COC;74;81;Spanish Segunda Division;Spain_2;Rayo Vallecano;218746;170;65;Right;ATT;ES;;;
CHI;Maripán G.;DC;78;82;Spain Primera Division;Spain;Deportivo Alavés;219145;193;84;Right;;;;;
BRA;Pedro Henrique;DC;77;80;Portuguese Liga ZON SAGRES;Portugal;Vitória Guimarães;219258;190;88;Left;;;;;
ARG;Escalante G.;CDC;77;82;Spain Primera Division;Spain;SD Eibar;219391;182;76;Right;CC;;;;
COL;Izquierdo J.;AS;76;76;English Premier League;England;Brighton & Hove Albion;219411;171;75;Right;;;;;
ARG;Pussetto I.;ATT;76;84;Italian Serie A;Italy;Udinese;219536;180;74;Right;AD;ED;;;
ESP;Camarasa;CC;76;80;English Premier League;England;Crystal Palace;219571;183;76;Right;ED;COC;Spain Primera Division;Spain;Real Betis
ARG;Battaglia R.;CC;78;78;Portuguese Liga ZON SAGRES;Portugal;Sporting CP;219576;187;79;Right;CDC;;;;
FRA;Gigot S.;DC;76;81;Russian Premier League;Russia;Spartak Moscow;219581;187;83;Right;;;;;
FRA;Tolisso C.;CC;83;88;German 1. Bundesliga;Germany;FC Bayern München;219683;181;81;Right;CDC;;;;
BRA;Diego Carlos;DC;79;81;Spain Primera Division;Spain;Sevilla FC;219693;186;86;Right;;;;;
URU;Cristóforo S.;CDC;75;79;Italian Serie A;Italy;Fiorentina;219712;175;68;Right;CC;;;;
FRA;Ajorque L.;ATT;75;79;French Ligue 1;France;RC Strasbourg Alsace;219733;197;82;Left;;;;;
MLI;Traoré H.;TD;75;76;French Ligue 1;France;Stade Rennais FC;219789;175;71;Right;;;;;
FRA;Santamaria B.;CDC;78;83;French Ligue 1;France;Angers SCO;219792;183;73;Right;CC;;;;
FRA;Didillon T.;POR;76;82;Belgian Jupiler Pro League;Belgium;RSC Anderlecht;219793;189;88;Left;;;;;
FRA;Bakayoko T.;CDC;80;85;English Premier League;England;Chelsea;219809;189;85;Right;CC;;;;
PAR;Sanabria A.;ATT;77;84;Italian Serie A;Italy;Genoa;219932;180;74;Right;;;Spain Primera Division;Spain;Real Betis
GER;Körber N.;POR;69;81;German 2. Bundesliga;Germany_2;VfL Osnabrück;219937;186;84;Right;;;German 1. Bundesliga;Germany;Hertha BSC
ESP;Embarba;ED;76;76;Spanish Segunda Division;Spain_2;Rayo Vallecano;219953;173;66;Right;ATT;ES;;;
URU;Vecino M.;CDC;80;81;Italian Serie A;Italy;Inter;219985;187;81;Right;CC;;;;
CRO;Rebić A.;ATT;80;83;German 1. Bundesliga;Germany;Eintracht Frankfurt;220018;185;78;Right;AS;COC;;;
SCO;McBurnie O.;ATT;74;81;English Premier League;England;Sheffield United;220031;191;77;Right;;;;;
ITA;Scuffet S.;POR;72;82;Italian Serie A;Italy;Udinese;220048;190;78;Right;;;;;
GER;Waldschmidt S.;ATT;76;81;German 1. Bundesliga;Germany;SC Freiburg;220085;181;74;Left;ATT;;;;
NED;Hateboer H.;ED;78;81;Italian Serie A;Italy;Atalanta;220093;187;74;Right;TD;;;;
SEN;Diagne M.;ATT;78;79;Turkish Super Lig;Turkey;Galatasaray SK;220131;191;86;Right;;;;;
ESP;Zaldúa;TD;75;76;Spain Primera Division;Spain;Real Sociedad;220132;176;70;Right;;;;;
BEL;Denayer J.;DC;79;85;French Ligue 1;France;Olympique Lyonnais;220182;184;80;Right;;;;;
WAL;Brooks D.;ED;77;86;English Premier League;England;Bournemouth;220196;183;62;Left;COC;;;;
ESP;Munir;ATT;79;84;Spain Primera Division;Spain;Sevilla FC;220253;175;69;Left;AD;ES;;;
ECU;Valencia E.;ATT;76;76;Mexican Liga MX;Mexico;Tigres U.A.N.L.;220295;177;76;Right;COC;;;;
PAR;Romero O.;ED;76;76;Argentina Primera Division;Argentina;San Lorenzo de Almagro;220334;176;74;Left;COC;ES;;;
SVK;Dúbravka M.;POR;80;81;English Premier League;England;Newcastle United;220407;190;80;Right;;;;;
FRA;Lenglet C.;DC;85;89;Spain Primera Division;Spain;FC Barcelona;220440;186;81;Left;;;;;
ITA;Grassi A.;CC;75;81;Italian Serie A;Italy;Parma;220475;183;75;Right;;;Italian Serie A;Italy;Napoli
ITA;Caldara M.;DC;80;86;Italian Serie A;Italy;Milan;220477;187;80;Right;;;;;
COL;Mina Y.;DC;78;83;English Premier League;England;Everton;220523;195;94;Right;;;;;
ITA;Tutino G.;AT;75;83;Italian Serie A;Italy;Hellas Verona;220528;177;76;Right;AD;ATT;Italian Serie A;Italy;Napoli
ITA;Luperto S.;DC;72;82;Italian Serie A;Italy;Napoli;220534;191;75;Left;;;;;
POL;Bednarek J.;DC;77;83;English Premier League;England;Southampton;220570;189;77;Right;;;;;
ESP;Jaume;POR;76;78;Spain Primera Division;Spain;Valencia CF;220604;185;73;Right;;;;;
ENG;Gray D.;AS;75;80;English Premier League;England;Leicester City;220633;180;74;Right;AD;;;;
ESP;Angeliño;TS;79;84;English Premier League;England;Manchester City;220651;175;69;Left;;;;;
ENG;Maddison J.;COC;79;84;English Premier League;England;Leicester City;220697;175;73;Right;CC;AS;;;
WAL;Wilson H.;AD;75;85;English Premier League;England;Bournemouth;220710;173;70;Left;CC;ED;English Premier League;England;Liverpool
DEN;Billing P.;CC;74;82;English Premier League;England;Bournemouth;220714;197;80;Left;CDC;;;;
ARG;Ponce E.;ATT;75;81;Russian Premier League;Russia;Spartak Moscow;220715;178;78;Right;;;;;
SRB;Živković A.;ED;76;83;Portuguese Liga ZON SAGRES;Portugal;SL Benfica;220746;169;68;Left;ES;;;;
COL;Sánchez D.;DC;83;87;English Premier League;England;Tottenham Hotspur;220793;187;79;Right;;;;;
FRA;Hernández L.;DC;84;89;German 1. Bundesliga;Germany;FC Bayern München;220814;182;76;Left;TS;;;;
ESP;Marco Asensio;AS;83;87;Spain Primera Division;Spain;Real Madrid;220834;182;76;Left;AD;;;;
MEX;Gutiérrez E.;CC;75;80;Holland Eredivisie;Netherlands;PSV;220854;177;69;Left;;;;;
COL;Borré R.;ATT;77;84;Argentina Primera Division;Argentina;River Plate;220883;175;71;Right;;;;;
AUT;Schöpf A.;ED;77;80;German 1. Bundesliga;Germany;FC Schalke 04;220925;178;74;Right;ADA;ASA;;;
CRO;Kalinić L.;POR;75;77;English Premier League;England;Aston Villa;220932;201;99;Left;;;;;
UKR;Sydorchuk S.;CDC;75;76;Ukranian Premier League;Ukraine;Dynamo Kyiv;220948;189;80;Right;CC;;;;
GUI;Keïta N.;CC;82;87;English Premier League;England;Liverpool;220971;172;64;Right;CDC;;;;
SEN;Ndiaye B.;CC;76;76;English League Championship;England_2;Stoke City;221000;180;76;Right;CDC;COC;;;
ESP;Carlos Fernández;ATT;75;84;Spain Primera Division;Spain;Granada CF;221014;186;72;Left;;;Spain Primera Division;Spain;Sevilla FC
MNE;Vukčević N.;CDC;75;78;Spain Primera Division;Spain;Levante UD;221016;184;76;Left;CC;;;;
ESP;Pau López;POR;83;88;Italian Serie A;Italy;Roma;221087;189;77;Left;;;;;
POL;Kownacki D.;ATT;73;83;German 1. Bundesliga;Germany;Fortuna Düsseldorf;221168;187;75;Right;ES;ED;Italian Serie A;Italy;Sampdoria
ARG;Conti G.;DC;75;81;Portuguese Liga ZON SAGRES;Portugal;SL Benfica;221219;194;80;Right;;;;;
COL;Roa A.;COC;75;76;Argentina Primera Division;Argentina;Independiente;221310;175;69;Right;ES;ED;Colombian Liga Postobon;Colombia;Deportivo Cali
CMR;Onguéné J.;DC;72;81;Austrian Football Bundesliga;Austria;FC Red Bull Salzburg;221323;186;78;Right;;;;;
ESP;Pablo Maffeo;ADA;74;82;Spanish Segunda Division;Spain_2;Girona FC;221342;172;70;Right;ED;TD;German 2. Bundesliga;Germany_2;VfB Stuttgart
SRB;Veljković M.;DC;75;81;German 1. Bundesliga;Germany;SV Werder Bremen;221354;184;77;Right;CDC;;;;
NED;van de Beek D.;COC;81;87;Holland Eredivisie;Netherlands;Ajax;221363;184;74;Right;CC;;;;
CHN;Wu Lei;ATT;79;80;Spain Primera Division;Spain;RCD Espanyol;221445;174;66;Right;ES;AS;;;
ENG;Calvert-Lewin D.;ATT;77;83;English Premier League;England;Everton;221479;187;71;Right;;;;;
SUI;Elvedi N.;DC;78;84;German 1. Bundesliga;Germany;Borussia Mönchengladbach;221491;189;78;Right;TD;TS;;;
BRA;Raúl;DC;79;79;Portuguese Liga ZON SAGRES;Portugal;SC Braga;221540;187;80;Left;;;;;
ENG;Lolley J.;ED;75;76;English League Championship;England_2;Nottingham Forest;221587;178;72;Left;ES;AD;;;
ENG;Clarke M.;DC;71;83;English League Championship;England_2;Derby County;221600;188;74;Left;;;English Premier League;England;Brighton & Hove Albion
ARG;Acosta L.;COC;76;80;USA Major League Soccer;Usa;DC United;221634;161;61;Right;ES;;;;
DOM;Mariano;ATT;79;82;Spain Primera Division;Spain;Real Madrid;221639;180;76;Right;;;;;
SWE;Lindelöf V.;DC;81;87;English Premier League;England;Manchester United;221660;187;80;Right;;;;;
